keyword,nhom_adgroup,intent_tier,loai_hinh,khu_vuc,match_type,uu_tien,ghi_chu,ngay_them
nhà phố bình thạnh giá bao nhiêu,binh-thanh--gia-bang-gia,T2_giao_dich,nhà phố,bình thạnh (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua nhà phố bình thạnh,binh-thanh--mua-ban,T2_giao_dich,nhà phố,bình thạnh (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
căn hộ phú nhuận,phu-nhuan--generic-can-ho,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
căn hộ phú nhuận,phu-nhuan--generic-can-ho,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),exact,1,head term theo loại hình + khu vực | bản exact để kiểm soát bid,2026-07-28
căn hộ phú nhuận giá,phu-nhuan--gia-bang-gia,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
căn hộ phú nhuận giá,phu-nhuan--gia-bang-gia,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),exact,1,"intent hỏi giá, dẫn về block bảng giá LP | bản exact để kiểm soát bid",2026-07-28
căn hộ phú nhuận bảng giá,phu-nhuan--gia-bang-gia,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
căn hộ phú nhuận bảng giá,phu-nhuan--gia-bang-gia,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),exact,1,lead magnet: tải bảng giá | bản exact để kiểm soát bid,2026-07-28
căn hộ phú nhuận giá bao nhiêu,phu-nhuan--gia-bang-gia,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
căn hộ phú nhuận giá bao nhiêu,phu-nhuan--gia-bang-gia,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),exact,1,long-tail hỏi giá | bản exact để kiểm soát bid,2026-07-28
mua căn hộ phú nhuận,phu-nhuan--mua-ban,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
mua căn hộ phú nhuận,phu-nhuan--mua-ban,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),exact,1,intent mua trực tiếp | bản exact để kiểm soát bid,2026-07-28
bán căn hộ phú nhuận,phu-nhuan--mua-ban,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,2,"cẩn thận: có thể là người bán, theo dõi search term",2026-07-28
căn hộ phú nhuận mở bán,phu-nhuan--mo-ban-moi,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,1,"intent hàng mới, CPL thường tốt nhất",2026-07-28
căn hộ phú nhuận mở bán,phu-nhuan--mo-ban-moi,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),exact,1,"intent hàng mới, CPL thường tốt nhất | bản exact để kiểm soát bid",2026-07-28
dự án căn hộ phú nhuận,phu-nhuan--du-an-khu-vuc,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,1,duyệt danh mục dự án theo khu vực,2026-07-28
dự án căn hộ phú nhuận,phu-nhuan--du-an-khu-vuc,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),exact,1,duyệt danh mục dự án theo khu vực | bản exact để kiểm soát bid,2026-07-28
dự án căn hộ mới phú nhuận,phu-nhuan--mo-ban-moi,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,2,hàng mới ra,2026-07-28
căn hộ phú nhuận sắp mở bán,phu-nhuan--mo-ban-moi,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,2,giữ chỗ sớm,2026-07-28
căn hộ phú nhuận trả góp,phu-nhuan--tai-chinh,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,2,dẫn về block chính sách vay,2026-07-28
căn hộ phú nhuận trả góp ngân hàng,phu-nhuan--tai-chinh,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,2,hỗ trợ vay,2026-07-28
căn hộ phú nhuận cao cấp,phu-nhuan--phan-khuc-cao,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,2,phân khúc cao cấp,2026-07-28
căn hộ phú nhuận bàn giao ngay,phu-nhuan--san-sang-o,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,2,"nhu cầu ở ngay, chốt nhanh",2026-07-28
căn hộ phú nhuận 2 phòng ngủ,phu-nhuan--cau-hinh-can,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,2,lọc theo cấu hình,2026-07-28
căn hộ phú nhuận 3 phòng ngủ,phu-nhuan--cau-hinh-can,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,2,lọc theo cấu hình,2026-07-28
căn hộ phú nhuận dưới 2 tỷ,phu-nhuan--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
căn hộ phú nhuận dưới 3 tỷ,phu-nhuan--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
căn hộ phú nhuận dưới 5 tỷ,phu-nhuan--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,phú nhuận (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
có nên mua căn hộ phú nhuận,phu-nhuan--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,phú nhuận (TP.HCM),phrase,3,"top-funnel, đẩy về bài SEO + remarketing",2026-07-28
căn hộ phú nhuận review,phu-nhuan--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,phú nhuận (TP.HCM),phrase,3,cần negative 'lừa đảo',2026-07-28
căn hộ phú nhuận đánh giá,phu-nhuan--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,phú nhuận (TP.HCM),phrase,3,top-funnel,2026-07-28
căn hộ phú nhuận pháp lý,phu-nhuan--phap-ly,T3_nghien_cuu,căn hộ,phú nhuận (TP.HCM),phrase,3,"quan tâm sổ hồng, giấy tờ",2026-07-28
căn hộ phú nhuận tiến độ,phu-nhuan--tien-do,T3_nghien_cuu,căn hộ,phú nhuận (TP.HCM),phrase,3,"thường là khách đã mua, giá trị lead thấp hơn",2026-07-28
nên mua căn hộ phú nhuận ở đâu,phu-nhuan--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,phú nhuận (TP.HCM),phrase,3,top-funnel,2026-07-28
chung cư phú nhuận,phu-nhuan--generic-chung-cu,T2_giao_dich,chung cư,phú nhuận (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
chung cư phú nhuận giá,phu-nhuan--gia-bang-gia,T2_giao_dich,chung cư,phú nhuận (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
chung cư phú nhuận bảng giá,phu-nhuan--gia-bang-gia,T2_giao_dich,chung cư,phú nhuận (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
chung cư phú nhuận giá bao nhiêu,phu-nhuan--gia-bang-gia,T2_giao_dich,chung cư,phú nhuận (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua chung cư phú nhuận,phu-nhuan--mua-ban,T2_giao_dich,chung cư,phú nhuận (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
officetel phú nhuận,phu-nhuan--generic-officetel,T2_giao_dich,officetel,phú nhuận (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
officetel phú nhuận giá,phu-nhuan--gia-bang-gia,T2_giao_dich,officetel,phú nhuận (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
officetel phú nhuận bảng giá,phu-nhuan--gia-bang-gia,T2_giao_dich,officetel,phú nhuận (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
officetel phú nhuận giá bao nhiêu,phu-nhuan--gia-bang-gia,T2_giao_dich,officetel,phú nhuận (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua officetel phú nhuận,phu-nhuan--mua-ban,T2_giao_dich,officetel,phú nhuận (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
nhà phố phú nhuận,phu-nhuan--generic-nha-pho,T2_giao_dich,nhà phố,phú nhuận (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
nhà phố phú nhuận giá,phu-nhuan--gia-bang-gia,T2_giao_dich,nhà phố,phú nhuận (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
nhà phố phú nhuận bảng giá,phu-nhuan--gia-bang-gia,T2_giao_dich,nhà phố,phú nhuận (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
nhà phố phú nhuận giá bao nhiêu,phu-nhuan--gia-bang-gia,T2_giao_dich,nhà phố,phú nhuận (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua nhà phố phú nhuận,phu-nhuan--mua-ban,T2_giao_dich,nhà phố,phú nhuận (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
căn hộ tân bình,tan-binh--generic-can-ho,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
căn hộ tân bình,tan-binh--generic-can-ho,T2_giao_dich,căn hộ,tân bình (TP.HCM),exact,1,head term theo loại hình + khu vực | bản exact để kiểm soát bid,2026-07-28
căn hộ tân bình giá,tan-binh--gia-bang-gia,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
căn hộ tân bình giá,tan-binh--gia-bang-gia,T2_giao_dich,căn hộ,tân bình (TP.HCM),exact,1,"intent hỏi giá, dẫn về block bảng giá LP | bản exact để kiểm soát bid",2026-07-28
căn hộ tân bình bảng giá,tan-binh--gia-bang-gia,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
căn hộ tân bình bảng giá,tan-binh--gia-bang-gia,T2_giao_dich,căn hộ,tân bình (TP.HCM),exact,1,lead magnet: tải bảng giá | bản exact để kiểm soát bid,2026-07-28
căn hộ tân bình giá bao nhiêu,tan-binh--gia-bang-gia,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
căn hộ tân bình giá bao nhiêu,tan-binh--gia-bang-gia,T2_giao_dich,căn hộ,tân bình (TP.HCM),exact,1,long-tail hỏi giá | bản exact để kiểm soát bid,2026-07-28
mua căn hộ tân bình,tan-binh--mua-ban,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
mua căn hộ tân bình,tan-binh--mua-ban,T2_giao_dich,căn hộ,tân bình (TP.HCM),exact,1,intent mua trực tiếp | bản exact để kiểm soát bid,2026-07-28
bán căn hộ tân bình,tan-binh--mua-ban,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,2,"cẩn thận: có thể là người bán, theo dõi search term",2026-07-28
căn hộ tân bình mở bán,tan-binh--mo-ban-moi,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,1,"intent hàng mới, CPL thường tốt nhất",2026-07-28
căn hộ tân bình mở bán,tan-binh--mo-ban-moi,T2_giao_dich,căn hộ,tân bình (TP.HCM),exact,1,"intent hàng mới, CPL thường tốt nhất | bản exact để kiểm soát bid",2026-07-28
dự án căn hộ tân bình,tan-binh--du-an-khu-vuc,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,1,duyệt danh mục dự án theo khu vực,2026-07-28
dự án căn hộ tân bình,tan-binh--du-an-khu-vuc,T2_giao_dich,căn hộ,tân bình (TP.HCM),exact,1,duyệt danh mục dự án theo khu vực | bản exact để kiểm soát bid,2026-07-28
dự án căn hộ mới tân bình,tan-binh--mo-ban-moi,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,2,hàng mới ra,2026-07-28
căn hộ tân bình sắp mở bán,tan-binh--mo-ban-moi,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,2,giữ chỗ sớm,2026-07-28
căn hộ tân bình trả góp,tan-binh--tai-chinh,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,2,dẫn về block chính sách vay,2026-07-28
căn hộ tân bình trả góp ngân hàng,tan-binh--tai-chinh,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,2,hỗ trợ vay,2026-07-28
căn hộ tân bình cao cấp,tan-binh--phan-khuc-cao,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,2,phân khúc cao cấp,2026-07-28
căn hộ tân bình bàn giao ngay,tan-binh--san-sang-o,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,2,"nhu cầu ở ngay, chốt nhanh",2026-07-28
căn hộ tân bình 2 phòng ngủ,tan-binh--cau-hinh-can,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,2,lọc theo cấu hình,2026-07-28
căn hộ tân bình 3 phòng ngủ,tan-binh--cau-hinh-can,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,2,lọc theo cấu hình,2026-07-28
căn hộ tân bình dưới 2 tỷ,tan-binh--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
căn hộ tân bình dưới 3 tỷ,tan-binh--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
căn hộ tân bình dưới 5 tỷ,tan-binh--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,tân bình (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
có nên mua căn hộ tân bình,tan-binh--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,tân bình (TP.HCM),phrase,3,"top-funnel, đẩy về bài SEO + remarketing",2026-07-28
căn hộ tân bình review,tan-binh--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,tân bình (TP.HCM),phrase,3,cần negative 'lừa đảo',2026-07-28
căn hộ tân bình đánh giá,tan-binh--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,tân bình (TP.HCM),phrase,3,top-funnel,2026-07-28
căn hộ tân bình pháp lý,tan-binh--phap-ly,T3_nghien_cuu,căn hộ,tân bình (TP.HCM),phrase,3,"quan tâm sổ hồng, giấy tờ",2026-07-28
căn hộ tân bình tiến độ,tan-binh--tien-do,T3_nghien_cuu,căn hộ,tân bình (TP.HCM),phrase,3,"thường là khách đã mua, giá trị lead thấp hơn",2026-07-28
nên mua căn hộ tân bình ở đâu,tan-binh--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,tân bình (TP.HCM),phrase,3,top-funnel,2026-07-28
chung cư tân bình,tan-binh--generic-chung-cu,T2_giao_dich,chung cư,tân bình (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
chung cư tân bình giá,tan-binh--gia-bang-gia,T2_giao_dich,chung cư,tân bình (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
chung cư tân bình bảng giá,tan-binh--gia-bang-gia,T2_giao_dich,chung cư,tân bình (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
chung cư tân bình giá bao nhiêu,tan-binh--gia-bang-gia,T2_giao_dich,chung cư,tân bình (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua chung cư tân bình,tan-binh--mua-ban,T2_giao_dich,chung cư,tân bình (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
officetel tân bình,tan-binh--generic-officetel,T2_giao_dich,officetel,tân bình (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
officetel tân bình giá,tan-binh--gia-bang-gia,T2_giao_dich,officetel,tân bình (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
officetel tân bình bảng giá,tan-binh--gia-bang-gia,T2_giao_dich,officetel,tân bình (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
officetel tân bình giá bao nhiêu,tan-binh--gia-bang-gia,T2_giao_dich,officetel,tân bình (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua officetel tân bình,tan-binh--mua-ban,T2_giao_dich,officetel,tân bình (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
nhà phố tân bình,tan-binh--generic-nha-pho,T2_giao_dich,nhà phố,tân bình (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
nhà phố tân bình giá,tan-binh--gia-bang-gia,T2_giao_dich,nhà phố,tân bình (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
nhà phố tân bình bảng giá,tan-binh--gia-bang-gia,T2_giao_dich,nhà phố,tân bình (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
nhà phố tân bình giá bao nhiêu,tan-binh--gia-bang-gia,T2_giao_dich,nhà phố,tân bình (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua nhà phố tân bình,tan-binh--mua-ban,T2_giao_dich,nhà phố,tân bình (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
căn hộ tân phú,tan-phu--generic-can-ho,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
căn hộ tân phú,tan-phu--generic-can-ho,T2_giao_dich,căn hộ,tân phú (TP.HCM),exact,1,head term theo loại hình + khu vực | bản exact để kiểm soát bid,2026-07-28
căn hộ tân phú giá,tan-phu--gia-bang-gia,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
căn hộ tân phú giá,tan-phu--gia-bang-gia,T2_giao_dich,căn hộ,tân phú (TP.HCM),exact,1,"intent hỏi giá, dẫn về block bảng giá LP | bản exact để kiểm soát bid",2026-07-28
căn hộ tân phú bảng giá,tan-phu--gia-bang-gia,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
căn hộ tân phú bảng giá,tan-phu--gia-bang-gia,T2_giao_dich,căn hộ,tân phú (TP.HCM),exact,1,lead magnet: tải bảng giá | bản exact để kiểm soát bid,2026-07-28
căn hộ tân phú giá bao nhiêu,tan-phu--gia-bang-gia,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
căn hộ tân phú giá bao nhiêu,tan-phu--gia-bang-gia,T2_giao_dich,căn hộ,tân phú (TP.HCM),exact,1,long-tail hỏi giá | bản exact để kiểm soát bid,2026-07-28
mua căn hộ tân phú,tan-phu--mua-ban,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
mua căn hộ tân phú,tan-phu--mua-ban,T2_giao_dich,căn hộ,tân phú (TP.HCM),exact,1,intent mua trực tiếp | bản exact để kiểm soát bid,2026-07-28
bán căn hộ tân phú,tan-phu--mua-ban,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,2,"cẩn thận: có thể là người bán, theo dõi search term",2026-07-28
căn hộ tân phú mở bán,tan-phu--mo-ban-moi,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,1,"intent hàng mới, CPL thường tốt nhất",2026-07-28
căn hộ tân phú mở bán,tan-phu--mo-ban-moi,T2_giao_dich,căn hộ,tân phú (TP.HCM),exact,1,"intent hàng mới, CPL thường tốt nhất | bản exact để kiểm soát bid",2026-07-28
dự án căn hộ tân phú,tan-phu--du-an-khu-vuc,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,1,duyệt danh mục dự án theo khu vực,2026-07-28
dự án căn hộ tân phú,tan-phu--du-an-khu-vuc,T2_giao_dich,căn hộ,tân phú (TP.HCM),exact,1,duyệt danh mục dự án theo khu vực | bản exact để kiểm soát bid,2026-07-28
dự án căn hộ mới tân phú,tan-phu--mo-ban-moi,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,2,hàng mới ra,2026-07-28
căn hộ tân phú sắp mở bán,tan-phu--mo-ban-moi,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,2,giữ chỗ sớm,2026-07-28
căn hộ tân phú trả góp,tan-phu--tai-chinh,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,2,dẫn về block chính sách vay,2026-07-28
căn hộ tân phú trả góp ngân hàng,tan-phu--tai-chinh,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,2,hỗ trợ vay,2026-07-28
căn hộ tân phú cao cấp,tan-phu--phan-khuc-cao,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,2,phân khúc cao cấp,2026-07-28
căn hộ tân phú bàn giao ngay,tan-phu--san-sang-o,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,2,"nhu cầu ở ngay, chốt nhanh",2026-07-28
căn hộ tân phú 2 phòng ngủ,tan-phu--cau-hinh-can,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,2,lọc theo cấu hình,2026-07-28
căn hộ tân phú 3 phòng ngủ,tan-phu--cau-hinh-can,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,2,lọc theo cấu hình,2026-07-28
căn hộ tân phú dưới 2 tỷ,tan-phu--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
căn hộ tân phú dưới 3 tỷ,tan-phu--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
căn hộ tân phú dưới 5 tỷ,tan-phu--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,tân phú (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
có nên mua căn hộ tân phú,tan-phu--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,tân phú (TP.HCM),phrase,3,"top-funnel, đẩy về bài SEO + remarketing",2026-07-28
căn hộ tân phú review,tan-phu--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,tân phú (TP.HCM),phrase,3,cần negative 'lừa đảo',2026-07-28
căn hộ tân phú đánh giá,tan-phu--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,tân phú (TP.HCM),phrase,3,top-funnel,2026-07-28
căn hộ tân phú pháp lý,tan-phu--phap-ly,T3_nghien_cuu,căn hộ,tân phú (TP.HCM),phrase,3,"quan tâm sổ hồng, giấy tờ",2026-07-28
căn hộ tân phú tiến độ,tan-phu--tien-do,T3_nghien_cuu,căn hộ,tân phú (TP.HCM),phrase,3,"thường là khách đã mua, giá trị lead thấp hơn",2026-07-28
